target,prob_knn,prob_svm,prob_random_forest,prob_hybrid_unweighted,prob_hybrid_weighted
0,0.0,0.004140832448761774,0.02,0.008046944149587258,0.0030448420348026133
0,0.506778018719211,0.6030252321799661,0.3,0.4699344169663924,0.4752976985557382
0,0.0,0.07674916737239228,0.008,0.02824972245746409,0.0012179368139210453
1,1.0,0.9999963399790628,1.0,0.999998779993021,1.0
0,2.692478073172905e-08,0.0916885955070342,0.02,0.037229540810604984,0.0030448648604981376
0,0.0,0.055819036608859805,0.016,0.023939678869619934,0.0024358736278420907
1,1.0,0.9622888387558677,0.764,0.9087629462519559,0.9640708639893292
0,0.0,0.0017705572814425464,0.004,0.0019235190938141822,0.0006089684069605227
0,0.0,0.07444622843355278,0.172,0.08214874281118426,0.026185641499302473
0,0.0,0.07441330241782777,0.044,0.03947110080594259,0.006698652476565749
0,0.0,0.03857491905264213,0.12,0.05285830635088071,0.01826905220881568
0,0.0,0.007797255835934054,0.008,0.005265751945311352,0.0012179368139210453
0,0.0,0.040762880984718815,0.012,0.017587626994906274,0.001826905220881568
0,0.0,0.031080847743431454,0.0,0.010360282581143817,0.0
1,1.0,0.9497069522562972,0.852,0.9339023174187657,0.9774681689424607
0,0.0,0.038460929097130475,0.004,0.014153643032376826,0.0006089684069605227
0,0.0,0.008569905109562364,0.0,0.002856635036520788,0.0
1,0.22709247917820877,0.6306833315537906,0.332,0.39659193691066646,0.24306382063646478
1,1.0,0.9935926868867132,1.0,0.9978642289622378,1.0
1,0.8220513845216224,0.955908534879815,0.776,0.8513199731338125,0.8150404249540077
1,1.0,0.992138410657441,0.98,0.9907128035524804,0.9969551579651974
0,0.0,0.023389012750945494,0.02,0.014463004250315164,0.0030448420348026133
1,1.0,0.9667331907178934,0.824,0.9302443969059645,0.973205390093737
0,0.08786779454195726,0.2592285303526618,0.212,0.18636544163153967,0.10676594239452741
0,0.0,0.09166579611972987,0.06,0.050555265373243286,0.00913452610440784
1,1.0,0.930884862828013,0.804,0.9116282876093376,0.9701605480589344
0,0.0,0.07422475543957752,0.248,0.10740825181319251,0.037756041231552406
0,0.0,0.08139473400580219,0.08,0.053798244668600725,0.012179368139210453
1,1.0,0.9329334991671423,0.976,0.9696444997223809,0.9963461895582368
1,1.0,0.9496910665707783,0.824,0.9245636888569261,0.973205390093737
0,0.5341375747046742,0.7771029412795606,0.364,0.5584135053280782,0.5082354727466661
1,1.0,0.8208837889662509,0.824,0.8816279296554169,0.973205390093737
1,1.0,0.9389043946580572,0.952,0.9636347982193524,0.9926923791164738
1,1.0,0.9497166254617183,0.944,0.9645722084872395,0.9914744423025528
1,0.9173337737734603,0.939894019217799,0.944,0.9337425976637531,0.9213934960996666
0,0.0,0.031305339601803275,0.012,0.01443511320060109,0.001826905220881568
0,0.08786779454195726,0.2592285303526618,0.212,0.18636544163153967,0.10676594239452741
0,0.0,0.06056559934609707,0.004,0.021521866448699023,0.0006089684069605227
1,1.0,0.9871965283166184,0.964,0.9837321761055394,0.9945192843373554
1,0.7678912244750813,0.8979275985241244,0.868,0.8446062743330686,0.783131994863626
1,1.0,0.9307879122593453,0.928,0.9529293040864485,0.9890385686747106
0,0.0,0.000576732060861368,0.0,0.00019224402028712265,0.0
0,0.0,0.07667572944954733,0.044,0.040225243149849106,0.006698652476565749
0,0.0,0.04545202599775378,0.004,0.016484008665917926,0.0006089684069605227
1,1.0,0.9497566414864216,0.984,0.9779188804954738,0.997564126372158
0,0.0,0.14297161215472562,0.26,0.1343238707182419,0.03958294645243397
1,1.0,0.9886477018805641,0.996,0.9948825672935214,0.9993910315930394
0,0.2654157269976732,0.19366442116779517,0.464,0.30769338272182284,0.2956486140920833
0,0.0,0.07670085764303997,0.016,0.03090028588101332,0.0024358736278420907
1,1.0,0.9951908057314726,0.972,0.9890636019104909,0.9957372211512764
0,0.0,0.008653203061253735,0.004,0.004217734353751245,0.0006089684069605227
1,1.0,0.9108276897434242,0.908,0.9396092299144748,0.985993726639908
0,0.0,0.07668185627443445,0.02,0.032227285424811486,0.0030448420348026133
0,0.0,0.016663791493975542,0.012,0.009554597164658514,0.001826905220881568
1,1.0,0.9107563125676198,0.796,0.9022521041892068,0.9689426112450134
0,0.0,0.03671232945982688,0.02,0.018904109819942293,0.0030448420348026133
1,0.28854032445195366,0.3027250759970609,0.344,0.3117551334830048,0.29698362201921397
1,1.0,0.9866783425651859,0.972,0.9862261141883953,0.9957372211512764
1,1.0,0.9878682616382546,0.976,0.9879560872127516,0.9963461895582368
0,0.0,0.0004296539038429802,0.0,0.00014321796794766007,0.0
0,0.2793516625701371,0.9222452030447564,0.688,0.6298656218716311,0.34156514433306956
1,1.0,0.9358052290137898,0.948,0.9612684096712633,0.9920834107095132
1,1.0,0.9559321677666038,0.924,0.9599773892555347,0.9884296002677501
1,1.0,0.9533279964813702,0.976,0.97644266549379,0.9963461895582368
0,0.0,0.09170658347321528,0.096,0.06256886115773842,0.014615241767052544
1,0.28854032445195366,0.3027250759970609,0.344,0.3117551334830048,0.29698362201921397
1,1.0,0.9308660398556984,0.896,0.9422886799518994,0.9841668214190264
0,0.0,0.008569905109562364,0.0,0.002856635036520788,0.0
0,2.5859239836323584e-07,0.27732225721417375,0.18,0.1524408386021907,0.02740379753697166
0,0.0,0.07429047791163697,0.012,0.028763492637212323,0.001826905220881568
0,0.0,0.07673760404225156,0.18,0.08557920134741719,0.027403578313223518
1,0.8297802050111464,0.7933359866295223,0.864,0.8290387305468895,0.8349898985213658
0,0.0,0.018947031002443826,0.164,0.06098234366748128,0.024967704685381432
0,0.0,0.07439208326262688,0.024,0.0327973610875423,0.003653810441763136
1,1.0,0.9930698456976955,1.0,0.9976899485658985,1.0
0,0.0,0.08128045345342713,0.008,0.02976015115114238,0.0012179368139210453
1,1.0,0.9999982198201939,0.996,0.998666073273398,0.9993910315930394
1,1.0,0.9959515369534375,0.98,0.9919838456511458,0.9969551579651974
0,0.0,0.07449766394559189,0.056,0.043499221315197296,0.008525557697447318
0,0.0,0.07444622843355278,0.172,0.08214874281118426,0.026185641499302473
0,0.0,0.07662343031807017,0.008,0.028207810106023395,0.0012179368139210453
0,0.0,0.07150251263845533,0.048,0.03983417087948511,0.007307620883526272
0,0.0,0.054490387343987055,0.032,0.028830129114662355,0.004871747255684181
0,0.0,0.08131388007402146,0.18,0.08710462669134049,0.027403578313223518
0,2.0460744265408815e-07,0.07423258129816027,0.292,0.12207759530186764,0.044454867165693704
1,1.0,0.9405875391450038,0.78,0.9068625130483347,0.9665067376171713
0,0.0,0.0011077657916515181,0.004,0.0017025885972171727,0.0006089684069605227
1,0.7317289938378564,0.9083934913306915,0.824,0.8213741617228493,0.7457765257456577
0,0.0,0.07421648014579287,0.016,0.030072160048597623,0.0024358736278420907
0,0.5953241956440873,0.09912142900368645,0.376,0.3568152082159246,0.5619338191367679
1,1.0,0.9841427895025767,0.996,0.9933809298341923,0.9993910315930394
1,1.0,0.9698653977860304,0.94,0.9699551325953434,0.9908654738955922
1,0.26758200107005786,0.9287069354972369,0.452,0.5494296455224316,0.2956581848258614
1,1.0,0.9656388177416688,0.924,0.963212939247223,0.9884296002677501
1,1.0,0.9308450198014244,0.892,0.9409483399338082,0.9835578530120659
0,0.0,0.20678391678926086,0.112,0.10626130559642029,0.017051115394894636
0,0.0,0.04873236827618127,0.268,0.10557745609206043,0.040800883266355024
1,1.0,0.6803477693020714,0.696,0.7921159231006905,0.9537184010710003
0,0.08786779454195726,0.2592285303526618,0.212,0.18636544163153967,0.10676594239452741
1,1.0,0.994990852894836,1.0,0.9983302842982787,1.0
0,0.0,0.2501920195939624,0.188,0.14606400653132082,0.028621515127144566
1,1.0,0.9884507243258596,0.988,0.9921502414419532,0.9981730947791184
1,1.0,0.9845297254317216,0.972,0.9855099084772405,0.9957372211512764
0,0.0,0.010415679594990271,0.008,0.0061385598649967565,0.0012179368139210453
0,0.0,0.0011772708562049592,0.012,0.004392423618734986,0.001826905220881568
0,5.9546422304348174e-08,0.08131441193292527,0.144,0.07510482382644919,0.021922913131528637
1,1.0,0.9358103612642354,0.9,0.9452701204214118,0.984775789825987
1,1.0,0.9258260825315041,0.94,0.9552753608438347,0.9908654738955922
0,0.0,0.07441383379085528,0.012,0.028804611263618426,0.001826905220881568
0,0.0,0.07452371826363989,0.06,0.0448412394212133,0.00913452610440784
0,0.0,0.074524509161632,0.08,0.051508169720544006,0.012179368139210453
1,1.0,0.9570786411892719,0.98,0.9790262137297573,0.9969551579651974
1,1.0,0.9405945539976527,0.868,0.9361981846658841,0.9799040425703027
1,1.0,0.9894213468110105,0.812,0.9338071156036701,0.9713784848728555
1,0.5600120615320645,0.64575579005774,0.612,0.6059226171966015,0.5679268145495596
1,1.0,0.9877249051943604,1.0,0.9959083017314535,1.0
0,2.2501629139661115e-08,0.0744584202883565,0.012,0.028819480929995214,0.001826924296815395
1,0.4978195283035672,0.4442658962961961,0.568,0.503361808199921,0.5085039508157458
1,1.0,0.9405996688472928,0.912,0.9508665562824309,0.9866026950468685
0,0.0,0.01830260625765854,0.024,0.014100868752552847,0.003653810441763136
0,0.0,0.08128986535751226,0.068,0.049763288452504086,0.010352462918328887
0,0.08550089231323284,0.056658644578486586,0.208,0.11671984563057314,0.10415041392875687
1,1.0,0.9107381891002762,0.964,0.9582460630334254,0.9945192843373554
0,0.0,0.1934038251943246,0.128,0.10713460839810822,0.019486989022736725
0,1.7234121556367953e-08,0.07668359804824672,0.044,0.04022787176078942,0.006698667086928418
1,1.0,0.9212380219813877,0.828,0.9164126739937958,0.9738143585006975
0,0.0,0.034277428327210195,0.06,0.0314258094424034,0.00913452610440784
0,0.0,0.09166579611972987,0.06,0.050555265373243286,0.00913452610440784
1,1.0,0.9556693361390055,0.988,0.9812231120463352,0.9981730947791184
1,1.0,0.9308142862597468,0.912,0.9476047620865823,0.9866026950468685
1,1.0,0.9861542516574637,0.944,0.9767180838858213,0.9914744423025528
1,0.18033948656821924,0.4377347864712213,0.112,0.24335809101314687,0.16993533950123213
1,1.0,0.999991707688952,0.904,0.9679972358963173,0.9853847582329475
0,0.0,0.06122163809210291,0.024,0.028407212697367637,0.003653810441763136
1,0.4978195283035672,0.4442658962961961,0.568,0.503361808199921,0.5085039508157458
0,0.0,0.24676632217426148,0.088,0.11158877405808716,0.013397304953131498
1,1.0,0.9638224835437765,0.976,0.9799408278479255,0.9963461895582368
0,0.0,0.03651315203875781,0.244,0.09350438401291927,0.037147072824591884
0,0.0,0.03671232945982688,0.02,0.018904109819942293,0.0030448420348026133
0,0.38116160975257624,0.021847329403047656,0.352,0.25166964638520795,0.37672198499371856
0,0.0,0.07432150496331628,0.048,0.040773834987772095,0.007307620883526272
1,1.0,0.9108106737903621,0.908,0.9396035579301207,0.985993726639908
1,1.0,0.9999892514091818,0.996,0.9986630838030606,0.9993910315930394
1,0.43667451499676424,0.5177170709155866,0.568,0.5074638619707836,0.45666778284569887
0,0.0,0.007242699851992634,0.02,0.009080899950664212,0.0030448420348026133
1,1.0,0.9922457541526264,0.98,0.9907485847175422,0.9969551579651974
1,1.0,0.9308619157438864,0.996,0.9756206385812956,0.9993910315930394
1,1.0,0.9855288285860261,0.98,0.9885096095286753,0.9969551579651974
0,0.41426695321278206,0.12611731342072885,0.424,0.3214614222111703,0.41574873271200313
1,0.9999999317146202,0.9108495475213539,0.948,0.9529498264119914,0.9920833528200431
0,1.347118241716814e-08,0.04690549582703648,0.0,0.015635169766072966,1.142030129305377e-08
0,0.0,0.07667572944954733,0.044,0.040225243149849106,0.006698652476565749
1,1.0,0.9308460301912699,0.8,0.9102820100637565,0.9695515796519739
1,1.0,0.993766909417907,0.964,0.9859223031393024,0.9945192843373554
1,0.9999998463643309,0.9107776293297443,0.812,0.907592491898025,0.9713783546270036
0,0.0,0.09163679111263018,0.208,0.09987893037087674,0.03166635716194718
1,1.0,0.9405643488969495,0.804,0.9148547829656498,0.9701605480589344
1,0.9999999410251558,0.9307976799392677,0.952,0.9609325403214745,0.9926923291200838
1,1.0,0.9647053530803636,0.912,0.9589017843601212,0.9866026950468685
1,0.09130095852689546,0.22729309611833223,0.352,0.22353135154840922,0.1309903285223984
0,0.0,0.009404904557013986,0.008,0.005801634852337995,0.0012179368139210453
0,0.0,0.00037733143072072624,0.004,0.0014591104769069087,0.0006089684069605227
1,0.7317289938378564,0.9083934913306915,0.824,0.8213741617228493,0.7457765257456577
0,0.0,0.07424776397039058,0.116,0.06341592132346353,0.01766008380185516
0,0.0,0.009681239242723827,0.048,0.01922707974757461,0.007307620883526272
1,1.0,0.9375098637489168,0.932,0.9565032879163056,0.9896475370816712
0,0.0,0.16738426538609658,0.196,0.1211280884620322,0.029839451941065614
1,1.0,0.949705179591244,0.988,0.9792350598637479,0.9981730947791184
0,3.3431653079289943e-08,0.07430740219913658,0.056,0.04343581187692989,0.008525586039395268
1,1.0,0.9783040486102355,0.996,0.9914346828700785,0.9993910315930394
1,1.0,0.9358617930707874,0.816,0.9172872643569291,0.971987453279816
1,1.0,0.9802748856244236,0.996,0.9920916285414746,0.9993910315930394
1,0.36298435886799063,0.4839178072777262,0.652,0.49963405538190564,0.4069847075096991
1,1.0,0.9948309490873516,0.884,0.9596103163624505,0.9823399161981449
1,0.9999998546148663,0.9308184690711395,0.888,0.9396061078953353,0.98294876135371
1,0.7307896750429547,0.24632612005402443,0.68,0.552371931698993,0.723057348167717
1,0.6372412652863839,0.7890576824717652,0.8,0.7420996492527164,0.6620199971357492
0,1.3326390659997482e-07,0.07671832141799906,0.288,0.12157281822730188,0.043845838276687005
1,1.0,0.9963235023252798,0.992,0.9961078341084266,0.998782063186079
1,1.0,0.9496738246377284,0.884,0.9445579415459094,0.9823399161981449
0,0.08234012234368693,0.026602852973463414,0.028,0.045647658439050116,0.0740672679092682
1,1.0,0.9497255605373832,0.964,0.9712418535124611,0.9945192843373554
1,1.0,0.9821509260468606,0.972,0.9847169753489536,0.9957372211512764
1,1.0,0.9497268491602842,0.944,0.9645756163867615,0.9914744423025528
1,0.3638321510367838,0.2611123234750481,0.344,0.32298149150394395,0.3608128626809161
0,0.0,0.003991836077736769,0.076,0.02666394535924559,0.011570399732249931
